TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceFirst,DaysSincePrev,TransactionHour,TransactionDayOfWeek,TransactionMonth,AgeGroup_enc,BalanceGroup_enc,Target
120.61999999999999,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,56.0,616.0,16.0,0.0,2.0,2,0,1
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,287.0,385.0,17.0,0.0,10.0,1,2,0
119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,1.0,319.04,237.99999999999997,433.99999999999994,16.0,0.0,8.0,0,1,0
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,364.0,308.0,18.0,0.0,1.0,0,2,1
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,150.0,522.0,17.0,3.0,5.999999999999999,2,1,1
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,168.0,504.00000000000006,16.0,0.0,5.999999999999999,1,0,2
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,84.0,588.0,16.0,0.0,2.9999999999999996,1,2,1
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,280.0,392.00000000000006,16.0,0.0,10.0,1,0,2
25.94,Credit,San Jose,Online,58.0,Retired,211.0,1.0,4815.11,287.0,385.0,18.0,0.0,10.0,1,2,1
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,216.99999999999997,454.99999999999994,16.0,0.0,8.0,1,2,0
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,1.0,10427.0,72.0,600.0,18.0,2.0,2.9999999999999996,1,0,1
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,329.0,343.0,16.0,0.0,11.0,2,1,2
877.0039999999999,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,235.0,437.00000000000006,17.0,4.0,8.0,1,1,0
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,175.0,497.0,16.0,0.0,5.999999999999999,2,1,1
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,98.00000000000001,574.0,16.0,0.0,4.0,2,2,1
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,253.0,419.0,18.0,1.0,9.0,0,0,2
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,329.0,343.0,17.0,0.0,11.0,1,2,1
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,63.00000000000001,609.0,16.0,0.0,2.9999999999999996,2,1,1
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,255.0,417.0,16.0,3.0,9.0,1,0,0
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,122.0,550.0,16.0,3.0,5.0,1,0,2
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,252.00000000000003,420.0,17.0,0.0,9.0,2,0,2
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,203.0,469.0,16.0,0.0,7.0,1,0,1
16.4325,Debit,Jacksonville,nan,75.0,Retired,127.0,1.0,1730.28,344.0,328.0,16.0,1.0,11.999999999999998,1,1,0
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,128.0,544.0,18.0,2.0,5.0,0,2,0
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,343.0,329.0,16.0,0.0,11.999999999999998,2,1,0
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,28.0,644.0,16.0,0.0,1.0,1,1,2
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,216.99999999999997,454.99999999999994,16.0,0.0,8.0,2,1,1
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,204.0,468.0,17.0,1.0,7.0,1,2,2
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,231.0,441.0,17.0,0.0,8.0,2,1,0
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,28.0,644.0,16.0,0.0,1.0,2,2,0
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,245.0,427.0,16.0,0.0,9.0,2,1,1
16.4325,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,291.0,381.0,18.0,4.0,10.0,1,0,1
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,164.0,508.0,18.0,3.0,5.999999999999999,1,2,0
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,21.0,651.0,16.0,0.0,1.0,0,2,1
28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,186.0,486.0,16.0,0.0,8.0,1,2,0
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,165.0,507.0,16.0,4.0,5.999999999999999,2,1,2
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,77.0,595.0,17.0,0.0,2.9999999999999996,2,0,0
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,35.0,637.0,17.0,0.0,2.0,2,1,1
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,204.99999999999997,467.0,16.0,2.0,7.0,1,0,0
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,231.0,441.0,17.0,0.0,8.0,2,1,2
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,118.99999999999999,553.0,16.0,0.0,5.0,1,0,1
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,242.0,430.0,18.0,4.0,9.0,2,1,2
877.0039999999999,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.93,63.00000000000001,609.0,16.0,0.0,2.9999999999999996,2,1,1
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,316.0,356.0,17.0,1.0,11.0,1,0,0
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,204.99999999999997,467.0,16.0,2.0,7.0,0,2,2
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,98.00000000000001,574.0,18.0,0.0,4.0,2,2,2
371.47,Credit,Milwaukee,Branch,24.0,Student,58.00000000000001,1.0,1187.04,148.0,524.0,16.0,1.0,5.0,2,1,0
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,49.00000000000001,623.0,17.0,0.0,2.0,0,1,2
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,133.0,539.0,18.0,0.0,5.0,0,1,0
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,246.0,426.0,17.0,1.0,9.0,1,2,2
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,1.0,671.0,17.0,1.0,1.0,2,1,2
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,137.0,535.0,16.0,4.0,5.0,2,1,2
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,50.0,622.0,18.0,1.0,2.0,2,0,1
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,336.0,336.0,18.0,0.0,11.999999999999998,0,2,0
877.0039999999999,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,21.0,651.0,17.0,0.0,1.0,1,1,2
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,186.0,486.0,16.0,0.0,8.0,0,1,2
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,364.0,308.0,16.0,0.0,1.0,2,2,1
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,25.0,486.0,16.0,4.0,1.0,1,2,0
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,50.0,622.0,16.0,1.0,2.0,1,0,0
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,185.00000000000003,487.0,18.0,3.0,7.0,2,1,1
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,210.0,462.0,17.0,0.0,7.0,1,2,2
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,158.0,514.0,17.0,4.0,5.999999999999999,1,2,1
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,9.0,663.0,16.0,2.0,1.0,1,2,1
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,305.0,366.99999999999994,16.0,4.0,11.0,2,1,0
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,45.0,627.0,16.0,3.0,2.0,2,0,0
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,73.0,599.0,17.0,3.0,2.9999999999999996,2,1,2
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,14.0,658.0,16.0,0.0,1.0,2,1,2
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,38.0,634.0,16.0,3.0,2.0,0,2,2
248.95000000000002,Credit,San Francisco,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,165.0,507.0,16.0,4.0,5.999999999999999,1,2,1
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,168.0,504.00000000000006,16.0,0.0,5.999999999999999,2,0,1
877.0039999999999,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.61,186.0,486.0,16.0,0.0,8.0,2,1,2
84.34,Debit,Memphis,Online,58.0,Retired,247.99999999999997,1.0,5313.97,157.0,515.0,16.0,3.0,5.999999999999999,1,2,0
877.0039999999999,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,248.0,424.0,16.0,3.0,9.0,2,2,1
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,332.0,340.0,17.0,3.0,11.0,1,0,1
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,192.0,480.00000000000006,17.0,3.0,7.0,1,1,1
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,297.0,375.0,16.0,3.0,10.0,2,1,0
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,175.0,497.0,16.0,0.0,5.999999999999999,2,1,1
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,216.99999999999997,454.99999999999994,16.0,0.0,8.0,1,0,1
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,186.0,486.0,16.0,0.0,8.0,0,1,2
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,60.00000000000001,612.0,17.0,4.0,2.9999999999999996,1,2,2
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,357.0,315.0,16.0,0.0,11.999999999999998,1,2,0
542.72,Credit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,245.0,427.0,18.0,0.0,9.0,0,2,0
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,354.0,318.0,17.0,4.0,11.999999999999998,1,2,2
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,70.0,602.0,16.0,0.0,2.9999999999999996,1,2,1
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,325.0,347.0,17.0,3.0,11.0,1,0,1
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,186.0,486.0,17.0,4.0,7.0,1,1,0
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,226.99999999999997,445.0,16.0,3.0,8.0,1,2,2
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,38.0,634.0,16.0,3.0,2.0,2,1,1
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,331.0,341.0,18.0,2.0,11.0,1,0,2
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,1.0,9800.21,15.000000000000002,657.0,17.0,1.0,1.0,0,0,2
61.970000000000006,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,140.0,532.0,18.0,0.0,5.0,1,0,1
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,163.0,509.0,16.0,2.0,5.999999999999999,1,2,1
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,248.99999999999997,423.0,17.0,4.0,9.0,1,2,0
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,220.0,452.0,16.0,3.0,8.0,0,0,1
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,312.0,360.0,18.0,4.0,11.0,1,2,2
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,169.0,503.00000000000006,16.0,1.0,5.999999999999999,1,2,2
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,343.0,329.0,17.0,0.0,11.999999999999998,1,2,1
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,267.0,405.0,16.0,1.0,9.0,2,0,1
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,113.0,559.0,17.0,1.0,4.0,1,2,2
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,118.99999999999999,553.0,17.0,0.0,5.0,0,0,2
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,154.0,518.0,16.0,0.0,5.999999999999999,1,0,2
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,22.0,650.0,16.0,1.0,1.0,2,2,1
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,8.0,664.0,17.0,1.0,1.0,0,0,0
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,231.0,441.0,18.0,0.0,8.0,0,0,1
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,237.99999999999997,433.99999999999994,17.0,0.0,8.0,1,2,2
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,352.0,320.0,18.0,2.0,11.999999999999998,0,0,2
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,84.0,588.0,16.0,0.0,2.9999999999999996,2,2,2
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,252.00000000000003,420.0,16.0,0.0,9.0,1,0,0
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,226.99999999999997,445.0,18.0,3.0,8.0,1,1,2
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,1.0,2797.26,9.0,663.0,16.0,2.0,1.0,2,2,0
211.36,Credit,Nashville,Branch,21.0,Student,125.0,1.0,1222.77,72.0,600.0,16.0,2.0,2.9999999999999996,2,1,0
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,154.0,518.0,16.0,0.0,5.999999999999999,1,2,0
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,224.0,448.0,16.0,0.0,8.0,1,2,2
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,21.0,651.0,18.0,0.0,1.0,1,2,2
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,361.0,311.0,17.0,4.0,11.999999999999998,1,2,0
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,28.0,644.0,17.0,0.0,1.0,1,2,0
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,296.0,376.0,16.0,2.0,10.0,2,1,0
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,18.0,654.0,16.0,4.0,1.0,0,0,2
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,50.0,622.0,18.0,1.0,2.0,2,0,1
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,186.0,486.0,16.0,0.0,8.0,1,2,0
560.15,Credit,Memphis,Online,50.0,Engineer,91.99999999999999,1.0,817.83,224.0,448.0,18.0,0.0,8.0,1,1,0
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,1.0,3663.64,161.0,511.0,16.0,0.0,5.999999999999999,1,2,2
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,70.0,602.0,17.0,0.0,2.9999999999999996,2,1,2
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,303.0,369.00000000000006,16.0,2.0,11.0,0,1,0
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,1.0,13446.81,309.0,363.0,17.0,1.0,11.0,0,0,2
80.24,Credit,New York,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,137.0,535.0,17.0,4.0,5.0,1,0,0
16.4325,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,322.0,350.0,16.0,0.0,11.0,1,2,0
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,72.0,600.0,16.0,2.0,2.9999999999999996,2,0,1
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,340.0,332.0,17.0,4.0,11.999999999999998,2,1,1
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,357.0,315.0,16.0,0.0,11.999999999999998,1,0,1
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,339.0,333.0,18.0,3.0,11.999999999999998,1,2,0
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,118.99999999999999,553.0,17.0,0.0,5.0,1,0,1
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,49.00000000000001,623.0,18.0,0.0,2.0,0,0,0
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,37.0,635.0,17.0,2.0,2.0,2,2,1
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,225.0,447.0,16.0,1.0,8.0,0,2,0
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,168.0,504.00000000000006,18.0,0.0,5.999999999999999,1,2,1
211.36,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.57,204.0,468.0,18.0,1.0,7.0,2,1,2
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,302.0,370.00000000000006,17.0,1.0,10.0,1,0,2
247.16999999999996,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,140.0,532.0,17.0,0.0,5.0,1,2,2
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,221.0,451.0,16.0,4.0,8.0,2,1,0
16.4325,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,290.0,382.0,16.0,3.0,10.0,1,2,1
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,211.0,461.0,17.0,1.0,8.0,0,0,0
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,347.0,325.0,16.0,4.0,11.999999999999998,2,0,0
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,95.0,577.0,17.0,4.0,4.0,1,0,2
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,281.0,391.00000000000006,18.0,1.0,10.0,2,0,0
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,350.0,322.0,18.0,0.0,11.999999999999998,1,0,0
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,263.0,408.99999999999994,17.0,4.0,9.0,1,2,0
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,184.00000000000003,488.0,16.0,2.0,7.0,1,2,1
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,112.0,560.0,17.0,0.0,4.0,1,2,2
157.7,Credit,Omaha,Branch,58.0,nan,45.99999999999999,1.0,8332.58,333.0,339.0,17.0,4.0,11.999999999999998,1,0,1
81.27,Credit,Seattle,Online,22.0,Student,68.00000000000001,1.0,1814.48,309.0,363.0,16.0,1.0,11.0,2,1,1
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,107.99999999999999,564.0,17.0,3.0,4.0,0,2,0
16.73,Debit,nan,Online,79.0,Retired,165.0,1.0,7591.129999999999,332.0,340.0,17.0,3.0,11.0,1,0,1
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,220.0,452.0,18.0,3.0,8.0,1,1,1
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,1.0,9385.57,128.0,544.0,16.0,2.0,5.0,1,0,0
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,203.0,469.0,16.0,0.0,7.0,1,2,2
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,122.0,550.0,17.0,3.0,5.0,1,2,1
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,296.0,376.0,16.0,2.0,10.0,2,0,1
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,126.00000000000001,546.0,17.0,0.0,5.0,2,1,2
226.66,Debit,nan,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,359.0,313.0,18.0,2.0,11.999999999999998,0,0,1
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,283.0,388.99999999999994,17.0,3.0,10.0,2,1,1
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,14.0,658.0,17.0,0.0,1.0,0,0,0
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,128.0,544.0,16.0,2.0,5.0,1,0,0
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,262.0,409.99999999999994,16.0,3.0,9.0,1,0,0
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6899999999999,77.0,595.0,18.0,0.0,2.9999999999999996,2,1,1
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,248.99999999999997,423.0,17.0,4.0,9.0,1,0,2
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,333.0,339.0,17.0,4.0,11.999999999999998,0,1,0
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,1.0,14851.28,37.0,635.0,18.0,2.0,2.0,1,0,2
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,70.0,602.0,16.0,0.0,2.9999999999999996,0,0,1
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,171.0,501.00000000000006,16.0,3.0,5.999999999999999,2,1,0
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,92.00000000000001,580.0,16.0,1.0,4.0,0,0,2
50.63,Debit,Columbus,Online,64.0,Retired,143.0,1.0,4732.81,142.0,530.0,16.0,2.0,5.0,1,2,2
877.0039999999999,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.86,151.0,521.0,16.0,4.0,5.999999999999999,2,1,0
112.94,Credit,San Antonio,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,326.0,346.0,17.0,4.0,11.0,1,2,1
16.4325,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,56.0,616.0,16.0,0.0,2.0,2,1,1
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,316.0,356.0,16.0,1.0,11.0,1,0,1
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,308.0,364.0,16.0,0.0,11.0,1,2,0
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,18.0,654.0,16.0,4.0,1.0,2,1,2
141.8,nan,Chicago,ATM,18.0,Student,116.00000000000001,1.0,1697.67,317.0,355.0,18.0,2.0,11.0,2,1,2
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,280.0,486.0,18.0,0.0,10.0,1,0,2
877.0039999999999,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,43.0,629.0,16.0,1.0,2.0,2,1,2
261.14,Debit,San Antonio,nan,42.0,Engineer,162.0,1.0,6100.08,133.0,539.0,18.0,0.0,5.0,0,2,1
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,1.0,13872.03,178.0,494.0,17.0,3.0,5.999999999999999,0,0,2
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,259.0,413.00000000000006,17.0,0.0,9.0,2,0,2
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,60.00000000000001,612.0,18.0,4.0,2.9999999999999996,2,1,2
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,259.0,413.00000000000006,16.0,0.0,9.0,2,0,1
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,162.0,510.0,16.0,1.0,5.999999999999999,1,2,2
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,241.0,430.99999999999994,16.0,3.0,8.0,2,1,2
154.32,Credit,Tucson,ATM,38.0,Engineer,112.0,1.0,6972.5,364.0,308.0,16.0,0.0,1.0,0,0,1
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,154.0,518.0,18.0,0.0,5.999999999999999,1,2,0
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,182.0,490.0,18.0,0.0,7.0,1,2,1
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,86.0,586.0,16.0,2.0,2.9999999999999996,2,0,0
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,211.0,461.0,16.0,1.0,8.0,1,2,0
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,0.0,672.0,16.0,0.0,1.0,1,2,1
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,297.0,375.0,16.0,3.0,10.0,1,2,0
877.0039999999999,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,241.0,430.99999999999994,16.0,3.0,8.0,2,0,0
52.95,Credit,Charlotte,Online,68.0,nan,14.0,1.0,6335.58,216.99999999999997,454.99999999999994,18.0,0.0,8.0,1,2,2
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,218.00000000000003,453.99999999999994,17.0,1.0,8.0,1,2,1
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,247.0,425.0,18.0,2.0,9.0,2,0,0
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,70.0,602.0,17.0,0.0,2.9999999999999996,0,0,1
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,128.0,544.0,16.0,2.0,5.0,2,1,1
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,232.0,440.0,16.0,1.0,8.0,1,0,0
16.4325,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,42.0,630.0,16.0,0.0,2.0,0,2,1
